Wall R-Value,Roof R-Value,Window R-Value,SOG R-Value,Floors R-Value,LPD Reduction,Fan W/CFM,ERV Eff,HVAC,Energy Savings %,EUI (kWh/m2),Carbon Savings %,Carbon Intensity (kg/m2),Electric Peak kW,CMHC MLI,Cost Premium $
20,50,4.7,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,465,091 "
15,40,4.7,"R10,US",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,282,35 Points," 3,746,333 "
25,40,4.7,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,380,036 "
20,30,6.3,"R10,4ft",30,0.4,1,0.8,Heat Pump,34,99,13,54,284,35 Points," 3,785,478 "
20,40,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,34,97,14,54,275,35 Points," 4,187,484 "
25,40,4.7,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,379,436 "
20,30,6.3,"R10,4ft",20,0.4,1,0.8,Heat Pump,34,99,13,54,284,35 Points," 3,785,478 "
10,40,6.3,"R10,US",30,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 3,553,981 "
10,50,6.3,"R10,US",30,0.4,1,0.8,Heat Pump,34,99,14,54,284,35 Points," 3,956,788 "
10,50,6.3,"R10,US",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,276,35 Points," 3,956,588 "
30,30,3,"R10,US",30,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 4,162,231 "
20,50,3,"R10,US",20,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,334,141 "
25,50,3,"R10,US",30,0.4,0.75,0.8,Heat Pump,34,98,13,54,276,35 Points," 4,650,493 "
20,50,3,"R10,US",20,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 4,333,541 "
15,40,6.3,"R10,4ft",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,871,133 "
25,30,6.3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,34,98,14,54,280,35 Points," 4,101,229 "
15,40,4.7,"R10,US",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,282,35 Points," 3,746,333 "
15,30,4.7,"R10,US",30,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 3,344,326 "
20,30,6.3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,34,99,13,54,280,35 Points," 3,784,678 "
15,40,6.3,"R10,4ft",20,0.25,1,0.8,Heat Pump,34,100,13,54,287,35 Points," 3,870,533 "
30,30,3,"R10,US",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,162,831 "
30,30,4.7,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,294,381 "
25,30,4.7,"R10,4ft",30,0.25,1,0.8,Heat Pump,34,100,13,54,287,35 Points," 3,977,429 "
25,30,4.7,"R10,4ft",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,978,029 "
25,30,6.3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,34,98,14,54,280,35 Points," 4,101,229 "
20,50,3,"R10,US",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,334,141 "
20,50,4.7,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,465,091 "
30,30,4.7,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,294,381 "
15,40,4.7,"R10,US",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,276,35 Points," 3,746,933 "
10,40,6.3,"R10,US",20,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 3,553,981 "
30,40,3,"R10,US",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,564,238 "
15,30,4.7,"R10,US",20,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 3,344,326 "
25,30,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,101,829 "
15,50,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,34,98,13,54,276,35 Points," 4,273,140 "
10,50,6.3,"R10,US",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,282,35 Points," 3,955,988 "
25,50,3,"R10,US",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,649,893 "
30,40,3,"R10,US",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,564,238 "
25,30,6.3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,101,829 "
15,50,6.3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,272,540 "
20,40,4.7,"R10,4ft",30,0.25,1,0.8,Heat Pump,34,100,13,54,287,35 Points," 4,063,084 "
15,30,4.7,"R10,US",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,344,926 "
10,40,6.3,"R10,US",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,554,581 "
15,40,4.7,"R10,US",30,0.4,0.75,0.8,Heat Pump,34,98,13,54,276,35 Points," 3,746,933 "
30,30,4.7,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,293,781 "
25,40,3,"R10,US",30,0.4,1,0.8,Heat Pump,34,99,13,54,284,35 Points," 4,248,486 "
20,40,4.7,"R10,4ft",20,0.25,1,0.8,Heat Pump,34,100,13,54,287,35 Points," 4,063,084 "
30,30,3,"R10,US",20,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,162,831 "
20,50,3,"R10,US",30,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 4,333,541 "
20,30,6.3,"R10,4ft",20,0.25,1,0.8,Heat Pump,34,99,14,54,287,35 Points," 3,784,878 "
25,40,4.7,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,34,98,13,54,280,35 Points," 4,379,436 "
25,40,3,"R10,US",20,0.4,1,0.8,Heat Pump,34,99,13,54,284,35 Points," 4,248,486 "
15,30,4.7,"R10,US",20,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,344,926 "
10,50,6.3,"R10,US",30,0.25,0.75,0.8,Heat Pump,34,98,13,54,282,35 Points," 3,955,988 "
25,40,4.7,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,34,98,13,54,275,35 Points," 4,380,036 "
25,40,3,"R10,US",30,0.25,1,0.8,Heat Pump,34,100,13,54,289,35 Points," 4,247,886 "
20,40,4.7,"R10,4ft",30,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,063,684 "
25,30,4.7,"R10,4ft",20,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 3,978,029 "
20,40,4.7,"R10,4ft",20,0.4,1,0.8,Heat Pump,34,100,13,54,284,35 Points," 4,063,684 "
15,30,4.7,"R10,4ft",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,172,926 "
15,40,4.7,"R10,4ft",30,0.4,0.75,,Heat Pump,34,97,14,54,276,35 Points," 3,574,933 "
15,40,4.7,"R10,4ft",20,0.4,0.75,,Heat Pump,34,97,14,54,276,35 Points," 3,574,933 "
30,30,3,"R10,4ft",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,990,831 "
10,50,6.3,"R10,4ft",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,784,588 "
30,30,3,"R10,4ft",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,990,231 "
30,40,3,"R10,4ft",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 4,392,838 "
20,30,3,"R10,US",20,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,356,928 "
25,50,3,"R10,4ft",30,0.25,0.75,,Heat Pump,34,98,13,54,280,35 Points," 4,477,893 "
15,40,3,"R10,US",30,0.25,1,,Heat Pump,34,99,13,54,289,35 Points," 3,442,783 "
10,40,6.3,"R10,4ft",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,381,981 "
10,30,4.7,"R10,US",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 2,856,374 "
10,40,4.7,"R10,US",30,0.4,0.75,,Heat Pump,34,97,13,54,276,35 Points," 3,258,381 "
10,40,4.7,"R10,US",30,0.25,0.75,,Heat Pump,34,98,14,54,282,35 Points," 3,257,781 "
15,30,4.7,"R10,4ft",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,172,326 "
25,50,3,"R10,4ft",20,0.25,0.75,,Heat Pump,34,98,13,54,280,35 Points," 4,477,893 "
20,50,3,"R10,4ft",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 4,162,141 "
30,40,3,"R10,4ft",30,0.25,0.75,,Heat Pump,34,98,13,54,280,35 Points," 4,392,238 "
15,40,3,"R10,US",20,0.4,1,,Heat Pump,34,99,13,54,284,35 Points," 3,443,383 "
15,30,4.7,"R10,4ft",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,172,326 "
25,40,3,"R10,4ft",30,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 4,075,686 "
20,30,3,"R10,US",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,357,528 "
30,40,3,"R10,4ft",20,0.25,0.75,,Heat Pump,34,98,13,54,280,35 Points," 4,392,238 "
15,50,3,"R10,US",20,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,844,790 "
10,30,4.7,"R10,US",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 2,855,774 "
15,50,3,"R10,US",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,845,390 "
10,40,4.7,"R10,US",20,0.25,0.75,,Heat Pump,34,98,14,54,282,35 Points," 3,257,781 "
20,30,3,"R10,US",30,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,356,928 "
20,50,3,"R10,4ft",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 4,161,541 "
10,50,6.3,"R10,4ft",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,784,588 "
25,40,3,"R10,4ft",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 4,075,886 "
10,40,4.7,"R10,US",20,0.4,0.75,,Heat Pump,34,97,13,54,276,35 Points," 3,258,381 "
10,40,6.3,"R10,4ft",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,381,981 "
15,40,3,"R10,US",20,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 3,442,583 "
10,30,4.7,"R10,US",20,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 2,855,774 "
15,40,3,"R10,US",30,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 3,442,583 "
15,40,3,"R10,US",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,443,183 "
25,40,3,"R10,4ft",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 4,076,486 "
15,40,3,"R10,US",20,0.25,1,,Heat Pump,34,99,13,54,289,35 Points," 3,442,783 "
30,30,3,"R10,4ft",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,990,831 "
10,50,6.3,"R10,4ft",30,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,783,988 "
25,40,3,"R10,4ft",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 4,076,486 "
10,40,6.3,"R10,4ft",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,382,581 "
15,50,3,"R10,US",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,845,390 "
15,40,3,"R10,US",30,0.4,1,,Heat Pump,34,99,13,54,284,35 Points," 3,443,383 "
25,50,3,"R10,4ft",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 4,478,493 "
20,30,3,"R10,US",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,357,528 "
20,50,3,"R10,4ft",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 4,161,541 "
15,30,4.7,"R10,4ft",30,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,172,926 "
10,40,6.3,"R10,4ft",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 3,382,581 "
20,50,3,"R10,4ft",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 4,162,141 "
15,40,3,"R10,US",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 3,443,183 "
15,30,4.7,"R10,4ft",20,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 3,172,126 "
15,30,4.7,"R10,4ft",30,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 3,172,126 "
25,40,3,"R10,4ft",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 4,075,886 "
30,40,3,"R10,4ft",30,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 4,392,838 "
10,30,4.7,"R10,US",20,0.4,1,,Heat Pump,34,100,13,54,284,35 Points," 2,856,374 "
25,40,3,"R10,4ft",20,0.25,0.75,,Heat Pump,34,99,13,54,282,35 Points," 4,075,686 "
10,50,6.3,"R10,4ft",20,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,783,988 "
25,50,3,"R10,4ft",20,0.4,0.75,,Heat Pump,34,98,13,54,276,35 Points," 4,478,493 "
30,30,3,"R10,4ft",30,0.25,1,,Heat Pump,34,100,13,54,289,35 Points," 3,990,231 "
15,50,3,"R10,US",30,0.25,0.75,,Heat Pump,34,98,13,54,282,35 Points," 3,844,790 "
25,30,4.7,"R10,US",30,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,806,029 "
15,40,6.3,"R10,US",30,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,699,133 "
25,40,6.3,"R10,4ft",20,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,331,636 "
25,30,4.7,"R10,US",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,805,429 "
25,40,4.7,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,208,036 "
20,30,6.3,"R10,US",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,612,878 "
30,30,4.7,"R10,US",30,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,121,781 "
30,30,4.7,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,122,381 "
25,40,6.3,"R10,4ft",20,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,332,236 "
30,40,6.3,"R10,4ft",20,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,648,788 "
25,30,6.3,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,96,14,54,275,35 Points," 3,929,829 "
25,50,6.3,"R10,4ft",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 4,733,843 "
30,50,6.3,"R10,4ft",20,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 5,050,195 "
20,30,6.3,"R10,US",20,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,613,478 "
25,30,6.3,"R10,US",20,0.25,0.75,0.75,Heat Pump,35,96,14,54,280,35 Points," 3,929,229 "
15,50,6.3,"R10,US",30,0.4,1,0.75,Heat Pump,35,97,14,54,284,35 Points," 4,101,340 "
25,50,6.3,"R10,4ft",20,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,734,443 "
25,30,4.7,"R10,US",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,805,429 "
30,40,6.3,"R10,4ft",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 4,648,188 "
15,50,6.3,"R10,US",30,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,100,540 "
30,50,6.3,"R10,4ft",20,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 5,050,795 "
30,30,4.7,"R10,US",20,0.4,1,0.75,Heat Pump,35,97,14,54,282,35 Points," 4,122,581 "
30,50,6.3,"R10,4ft",30,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 5,050,195 "
20,50,6.3,"R10,4ft",20,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,417,291 "
30,30,4.7,"R10,US",30,0.4,1,0.75,Heat Pump,35,97,14,54,282,35 Points," 4,122,581 "
20,40,6.3,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,96,14,54,275,35 Points," 4,015,484 "
15,40,6.3,"R10,US",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,698,533 "
15,50,6.3,"R10,US",20,0.4,1,0.75,Heat Pump,35,97,14,54,284,35 Points," 4,101,340 "
20,30,6.3,"R10,US",30,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,613,478 "
25,40,6.3,"R10,4ft",30,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,332,236 "
30,50,4.7,"R10,4ft",30,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,926,995 "
30,50,4.7,"R10,4ft",30,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,926,395 "
15,50,6.3,"R10,US",20,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,100,540 "
20,40,4.7,"R10,US",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,891,084 "
25,30,6.3,"R10,US",30,0.25,0.75,0.75,Heat Pump,35,96,14,54,280,35 Points," 3,929,229 "
25,30,4.7,"R10,US",20,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,806,029 "
25,30,6.3,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,96,14,54,275,35 Points," 3,929,829 "
25,40,6.3,"R10,4ft",30,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,331,636 "
15,40,6.3,"R10,US",20,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,699,133 "
25,50,6.3,"R10,4ft",30,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,734,443 "
20,50,4.7,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,293,691 "
25,40,4.7,"R10,US",20,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,207,436 "
20,50,4.7,"R10,US",20,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,293,091 "
20,30,6.3,"R10,US",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,612,878 "
30,30,4.7,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,122,381 "
15,50,6.3,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,97,14,54,276,35 Points," 4,101,140 "
25,40,4.7,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,208,036 "
30,50,4.7,"R10,4ft",20,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,926,395 "
30,50,4.7,"R10,4ft",20,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,926,995 "
20,50,6.3,"R10,4ft",30,0.25,1,0.75,Heat Pump,35,99,14,54,287,35 Points," 4,417,291 "
25,40,4.7,"R10,US",30,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,207,436 "
15,50,6.3,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,97,14,54,276,35 Points," 4,101,140 "
20,50,4.7,"R10,US",20,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 4,293,691 "
20,50,4.7,"R10,US",30,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,293,091 "
20,40,4.7,"R10,US",20,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,891,684 "
30,40,6.3,"R10,4ft",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 4,648,188 "
30,30,4.7,"R10,US",20,0.25,0.75,0.75,Heat Pump,35,97,14,54,280,35 Points," 4,121,781 "
20,40,4.7,"R10,US",30,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,891,084 "
20,40,4.7,"R10,US",30,0.4,1,0.75,Heat Pump,35,98,14,54,284,35 Points," 3,891,684 "
15,40,6.3,"R10,US",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 3,698,533 "
30,40,6.3,"R10,4ft",30,0.4,1,0.75,Heat Pump,35,98,14,54,282,35 Points," 4,648,788 "
25,50,6.3,"R10,4ft",20,0.25,1,0.75,Heat Pump,35,98,14,54,287,35 Points," 4,733,843 "
30,50,6.3,"R10,4ft",30,0.4,0.75,0.75,Heat Pump,35,97,14,54,275,35 Points," 5,050,795 "
20,40,6.3,"R10,US",30,0.4,0.75,0.75,Heat Pump,35,96,14,54,275,35 Points," 4,015,484 "
25,50,4.7,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,781,643 "
30,40,4.7,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,696,588 "
30,50,3,"R10,US",30,0.4,0.75,0.8,Heat Pump,35,97,14,54,276,35 Points," 4,967,045 "
20,50,4.7,"R10,4ft",20,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,465,891 "
20,50,6.3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,589,091 "
15,50,4.7,"R10,US",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,148,540 "
30,30,4.7,"R10,4ft",20,0.25,1,0.8,Heat Pump,35,99,14,54,287,35 Points," 4,293,981 "
15,40,4.7,"R10,US",30,0.25,1,0.8,Heat Pump,35,98,14,54,289,35 Points," 3,746,533 "
30,40,4.7,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,695,988 "
15,30,6.3,"R10,US",20,0.4,1,0.8,Heat Pump,35,97,14,54,284,35 Points," 3,468,926 "
30,40,4.7,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,696,588 "
20,30,4.7,"R10,US",30,0.4,0.75,0.8,Heat Pump,35,97,14,54,276,35 Points," 3,661,278 "
30,40,4.7,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,695,988 "
10,50,6.3,"R10,US",30,0.25,1,0.8,Heat Pump,35,99,14,54,289,35 Points," 3,956,188 "
15,50,6.3,"R10,4ft",20,0.4,1,0.8,Heat Pump,35,99,14,54,284,35 Points," 4,273,340 "
30,50,3,"R10,US",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,966,445 "
30,40,3,"R10,US",30,0.25,1,0.8,Heat Pump,35,98,14,54,287,35 Points," 4,564,438 "
20,30,4.7,"R10,US",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 3,660,678 "
30,50,3,"R10,US",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,276,35 Points," 4,967,045 "
25,50,3,"R10,US",30,0.4,1,0.8,Heat Pump,35,98,14,54,284,35 Points," 4,650,693 "
20,50,6.3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,589,691 "
25,40,4.7,"R10,4ft",30,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,380,236 "
15,50,4.7,"R10,US",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,148,540 "
25,50,3,"R10,US",30,0.25,1,0.8,Heat Pump,35,98,14,54,287,35 Points," 4,650,093 "
30,30,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,418,381 "
25,40,6.3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,35,96,14,54,275,35 Points," 4,504,036 "
25,50,4.7,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,781,643 "
15,50,4.7,"R10,US",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,276,35 Points," 4,149,140 "
25,50,4.7,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,782,243 "
30,30,6.3,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,418,381 "
30,40,3,"R10,US",20,0.4,1,0.8,Heat Pump,35,98,14,54,284,35 Points," 4,565,038 "
15,30,6.3,"R10,US",30,0.4,1,0.8,Heat Pump,35,97,14,54,284,35 Points," 3,468,926 "
25,30,6.3,"R10,4ft",30,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,102,029 "
20,40,6.3,"R10,4ft",30,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,187,684 "
20,50,6.3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,589,091 "
25,50,3,"R10,US",20,0.25,1,0.8,Heat Pump,35,98,14,54,287,35 Points," 4,650,093 "
30,30,6.3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,417,781 "
25,50,3,"R10,US",20,0.4,1,0.8,Heat Pump,35,98,14,54,284,35 Points," 4,650,693 "
30,40,3,"R10,US",30,0.4,1,0.8,Heat Pump,35,98,14,54,284,35 Points," 4,565,038 "
25,30,6.3,"R10,4ft",20,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,102,029 "
20,40,6.3,"R10,4ft",20,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,186,884 "
30,50,3,"R10,US",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,966,445 "
30,30,6.3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,417,781 "
30,50,4.7,"R10,4ft",30,0.4,0.75,0.8,Heat Pump,35,96,14,54,275,35 Points," 5,098,795 "
25,40,4.7,"R10,4ft",20,0.25,1,0.8,Heat Pump,35,98,14,54,287,35 Points," 4,379,636 "
10,50,6.3,"R10,US",20,0.25,1,0.8,Heat Pump,35,99,14,54,289,35 Points," 3,956,188 "
25,30,6.3,"R10,4ft",20,0.25,1,0.8,Heat Pump,35,98,14,54,287,35 Points," 4,101,429 "
15,40,4.7,"R10,US",20,0.4,1,0.8,Heat Pump,35,98,14,54,284,35 Points," 3,747,133 "
15,50,6.3,"R10,4ft",30,0.4,1,0.8,Heat Pump,35,99,14,54,284,35 Points," 4,273,340 "
20,50,4.7,"R10,4ft",20,0.25,1,0.8,Heat Pump,35,99,14,54,287,35 Points," 4,465,291 "
20,50,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,35,97,14,54,275,35 Points," 4,589,691 "
15,50,6.3,"R10,4ft",20,0.25,1,0.8,Heat Pump,35,99,14,54,287,35 Points," 4,272,740 "
20,40,6.3,"R10,4ft",20,0.4,1,0.8,Heat Pump,35,98,14,54,282,35 Points," 4,187,684 "
30,30,4.7,"R10,4ft",20,0.4,1,0.8,Heat Pump,35,99,14,54,282,35 Points," 4,294,581 "
20,40,6.3,"R10,4ft",30,0.25,0.75,0.8,Heat Pump,35,97,14,54,280,35 Points," 4,186,884 "
25,40,6.3,"R10,4ft",20,0.4,0.75,0.8,Heat Pump,35,96,14,54,275,35 Points," 4,504,036 "
